GeneSymbol	A21_05_C3_P5_299466	A21_05_C3_P5_481136	A21_05_C3_P5_652329	A21_05_C3_P5_494412	A21_05_C3_P5_856756	A21_05_C3_P5_678766	A21_05_C3_P5_757592	A21_05_C3_P5_848919	A21_05_C3_P5_634645	A21_05_C3_P5_255703	A21_05_C3_P5_440336	A21_05_C3_P5_371750	A21_05_C3_P5_759161
RFC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RFC4	0.276	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RFC5	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.439	0.000	0.000	0.000	0.000
RFLNB	0.276	0.687	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.458	1.351	0.000
RFPL1S	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RFWD3	0.000	0.000	0.373	0.000	0.930	0.000	0.406	0.413	0.000	0.000	0.000	0.000	0.000
RGCC	0.492	0.285	0.645	0.000	0.000	0.699	1.388	0.705	1.461	2.303	0.771	1.906	1.677
RGS16	0.000	0.506	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RGS2	0.276	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.771	0.453	0.000
RGS4	0.820	0.506	0.645	0.000	0.000	0.409	0.406	0.000	0.439	0.000	0.000	0.000	0.000
RHOB	1.430	0.285	0.373	1.041	0.000	1.106	0.000	0.931	0.000	0.000	0.458	0.453	1.249
RHOJ	0.000	0.000	0.373	0.000	0.413	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
RIF1	0.276	0.285	0.000	0.000	0.000	0.000	0.694	0.000	0.439	0.446	0.000	0.000	0.000
RMI1	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.458	0.000	0.000
RMI2	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RN7SL832P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RND3	0.276	1.457	0.373	1.436	1.628	1.106	0.918	0.931	1.324	0.989	1.362	1.351	1.249
RNF144A	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.439	0.000	0.000	0.000	0.808
RNF150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RNF152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RNU1-85P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ROR1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RORB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RPA3	0.000	0.285	0.000	0.377	0.705	0.000	0.000	0.000	0.743	0.000	1.201	0.000	0.808
RPL22L1	1.503	1.600	0.858	1.539	0.930	1.395	1.388	0.705	1.581	0.989	0.458	0.763	0.000
RPL38P3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RPLP0P2	0.000	0.000	0.373	0.377	0.413	0.409	0.000	0.000	0.439	0.000	0.771	0.453	0.483
RPP38-DT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RPSAP45	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RRAD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RRM1	0.000	0.285	0.373	0.000	0.000	0.923	0.406	0.000	0.000	0.446	0.458	0.763	0.483
RRM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RRM2B	0.276	0.000	0.373	0.864	0.413	0.699	0.000	0.000	0.439	0.446	0.000	0.453	0.483
RRP15	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.754	0.000	0.000	0.000
RSAD2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RSPO3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RTCA-AS1	0.492	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
RTKN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.483
RUNX1	0.000	1.091	0.373	0.000	0.000	1.618	0.406	1.114	0.000	0.754	0.771	0.453	0.483
RUNX1T1	0.820	0.506	0.645	0.000	0.930	0.409	0.918	1.270	0.439	0.000	0.000	0.763	0.000
S100A10	1.265	1.982	1.624	1.190	1.114	1.618	0.694	2.036	1.461	1.705	1.501	1.987	2.059
S100A16	1.265	1.600	0.645	2.223	1.522	1.395	1.612	1.114	1.461	0.989	1.501	1.351	1.413
S100A2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S100A4	1.067	2.417	1.624	1.798	2.624	1.956	2.605	1.812	1.786	1.476	1.623	2.199	1.413
S100A6	3.573	3.247	3.104	3.720	3.829	3.146	3.453	3.473	3.636	2.945	2.704	3.197	3.693
S1PR1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
S1PR3	0.000	0.000	0.373	0.864	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SACS	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.483
SALL4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
SAMD9	0.276	0.285	0.373	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.458	0.000	0.483
SAMHD1	0.000	0.000	0.645	0.000	0.000	1.106	0.694	0.000	0.439	0.754	0.771	0.763	0.483
SAPCD2	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SASS6	0.000	0.000	0.000	0.377	0.413	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
SAT1	0.670	0.000	0.645	0.377	0.413	0.000	0.000	0.931	1.165	0.000	0.771	0.453	0.808
SCARA3	0.000	0.506	1.313	0.864	0.705	0.699	0.000	0.705	1.165	1.597	0.458	1.191	0.808
SCD	1.265	0.687	1.428	1.321	1.114	0.699	1.506	1.404	1.786	1.597	1.362	1.987	1.677
SCG2	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
SCG5	0.492	0.000	0.645	0.000	0.000	0.000	0.000	0.705	0.000	0.989	0.000	0.000	1.052
SCLT1	0.000	0.285	0.373	0.000	0.000	0.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SCN2A	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SCN9A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SCRG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SCUBE3	0.276	0.841	0.000	0.377	0.000	0.409	0.694	0.000	0.000	0.000	1.009	0.000	0.000
SDC1	0.670	0.000	0.373	1.041	0.000	1.261	0.918	0.000	0.000	0.754	0.000	0.453	0.483
SDF2L1	0.000	0.000	0.373	0.650	0.000	0.409	0.406	0.413	0.000	0.754	0.000	0.000	0.000
SEC11C	0.276	0.687	0.373	0.650	0.000	0.000	0.000	0.000	0.439	0.000	0.458	0.000	0.000
SECTM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.453	0.483
SEL1L3	0.492	0.506	0.000	0.377	0.000	0.000	0.918	0.413	0.000	0.446	0.458	0.000	0.000
SELENOP	0.000	0.000	0.000	0.000	0.705	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
SEMA3A	0.276	0.506	0.000	0.000	0.000	0.409	0.406	0.000	0.439	0.000	0.000	0.453	1.249
SEMA3C	1.806	1.196	0.858	0.377	0.705	1.106	0.694	0.000	1.324	0.989	0.771	1.000	0.483
SEMA3D	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA3G	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA5A	0.492	0.285	1.428	1.190	0.705	0.699	0.918	1.523	0.439	0.754	0.771	0.763	1.052
SEMA6A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA6D	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SEMA7A	1.351	0.974	0.373	1.539	0.413	0.409	0.000	0.000	0.976	0.446	0.000	0.453	0.808
SEPTIN11	2.495	2.933	2.109	1.939	2.217	2.751	2.254	2.464	1.689	2.303	2.488	2.425	2.500
SEPTIN6	0.000	0.000	0.373	1.321	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
SERINC2	0.670	0.841	0.000	0.650	0.000	0.409	0.918	0.931	0.439	0.000	0.000	0.000	1.249
SERINC5	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SERPINB7	0.276	0.506	0.000	0.000	0.705	0.409	0.406	0.413	0.000	0.000	0.000	0.763	0.000
SERPINB9	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
SERPINE1	2.999	3.001	1.788	3.211	1.269	1.801	0.918	1.628	1.955	1.597	1.829	2.133	1.249
SERPINE2	0.276	1.196	0.000	0.000	0.930	0.923	0.000	0.000	0.439	0.000	0.000	0.763	0.483
SERPING1	0.276	0.000	0.000	0.650	1.114	0.699	0.406	1.404	0.439	0.446	0.458	0.453	0.483
SERPINI1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
SERTAD4	0.000	0.841	0.000	0.000	0.000	0.409	0.000	0.000	0.439	0.000	0.000	0.000	0.483
SERTAD4-AS1	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.458	0.000	0.483
SERTM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SESN3	0.000	0.000	0.373	0.000	0.000	0.000	0.406	0.413	0.743	0.000	0.458	0.000	0.000
SFN	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SFPQ	0.951	1.196	1.034	0.377	1.628	1.395	1.388	0.931	0.743	1.179	1.731	1.906	1.413
SFRP1	0.000	0.000	0.000	2.318	1.723	1.801	0.000	0.000	0.439	0.446	0.000	0.000	0.000
SFRP2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.976	0.000	0.000	0.000	0.000
SFRP4	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
SGK1	0.276	0.506	0.373	0.650	0.000	0.409	0.000	0.413	0.000	0.446	0.771	1.000	0.483
SGO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SGO2	0.000	0.000	0.373	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SH2B3	0.000	0.000	0.645	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.458	0.000	0.000
SH3BGRL3	3.355	3.208	2.974	2.750	3.354	3.168	3.094	2.763	3.162	3.002	3.060	2.931	2.946
SH3PXD2A	2.117	1.982	0.858	1.719	1.269	1.881	0.694	1.270	1.461	0.446	0.771	1.000	0.808
SHC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SHCBP1	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SHOX2	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SHROOM2	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIGLEC15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
SIPA1L2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIX1	0.276	0.000	0.373	0.000	0.000	0.699	0.000	0.000	0.000	0.000	0.000	0.000	0.483
SIX2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SKA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SKA3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SKIL	1.067	0.506	0.000	0.377	0.413	0.409	0.694	1.270	0.000	0.000	0.771	0.000	0.483
SKP2	0.000	0.506	0.000	0.650	0.000	0.000	0.000	0.413	0.976	0.754	0.000	0.763	0.000
SLA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC14A1	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC16A1-AS1	0.000	0.506	0.000	0.650	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
SLC16A14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC16A4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
SLC16A6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC1A1	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.413	0.000	0.000	0.000	0.453	0.000
SLC20A1	0.492	1.091	0.373	1.321	0.705	1.261	0.000	0.413	0.000	0.000	0.000	0.453	0.000
SLC25A13	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC26A4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC29A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC2A8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC35F4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC38A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
SLC38A2	1.806	1.665	1.993	0.650	1.403	0.923	0.694	0.931	2.166	0.989	2.076	1.987	1.052
SLC39A14	0.000	0.687	0.645	0.864	0.000	0.699	0.000	0.413	0.000	0.754	1.009	1.000	0.000
SLC3A2	0.492	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
SLC40A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.808
SLC43A2	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.439	0.446	0.000	0.000	0.000
SLC43A3	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC5A3	0.492	0.285	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.446	0.458	0.000	0.000
SLC6A6	0.000	0.285	0.000	0.000	0.705	0.409	0.000	0.413	0.439	0.000	0.458	0.000	0.000
SLC7A1	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.413	0.000	0.446	0.000	0.000	0.000
SLC7A11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC7A14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC7A5	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC7A8	0.000	0.285	0.000	0.377	0.000	0.699	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLC8A1	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.439	0.446	0.458	0.000	0.000
SLCO5A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SLIRP	1.503	1.291	0.858	1.436	1.114	1.714	1.255	1.114	1.689	1.705	0.458	1.191	1.249
SLIT2	0.951	0.841	0.000	0.864	1.811	0.000	1.612	0.931	0.439	1.891	1.201	1.191	1.677
SLIT3	0.670	0.000	0.000	0.000	0.413	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
SLITRK4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SMC1A	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.413	0.439	0.000	0.458	0.000	0.483
SMC1B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SMC2	0.000	0.000	0.000	0.000	0.705	0.699	0.000	0.000	0.743	0.754	1.009	0.000	0.483
SMC3	0.000	0.285	0.373	0.000	0.413	0.000	0.918	0.000	0.000	0.000	0.000	0.453	1.052
SMC4	0.820	1.291	1.313	1.041	1.269	1.513	0.918	1.114	0.976	0.989	1.201	1.191	1.677
SMIM3	0.276	0.000	1.034	1.190	0.413	0.699	0.406	0.705	0.976	0.989	0.000	0.000	0.000
SMS	1.171	0.687	0.858	0.377	0.413	0.409	0.694	0.413	0.976	0.446	0.458	0.763	0.483
SMYD3	0.951	1.531	0.645	1.719	1.403	0.699	1.388	1.523	0.743	1.179	1.009	1.000	1.249
SNAI2	0.276	0.687	1.313	0.650	0.705	1.513	1.255	1.966	0.976	1.338	1.009	1.000	0.808
SNAP25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.000	0.000	0.000	0.000	0.000
SNCAIP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNED1	0.000	0.000	0.373	0.377	0.413	0.409	0.000	0.000	0.000	0.000	0.458	1.191	0.000
SNHG1	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
SNHG3	0.492	0.506	0.000	0.000	0.705	0.699	0.694	0.000	0.000	0.000	0.000	0.000	0.483
SNORD3A	0.000	0.687	1.531	1.041	2.217	0.000	0.406	0.000	2.285	1.597	2.438	2.260	2.393
SNRPA1	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNRPB	0.276	0.285	0.645	1.190	0.000	0.923	0.406	0.705	0.743	0.754	0.000	0.453	0.483
SNRPD1	0.492	0.974	1.034	1.041	0.413	0.699	1.100	0.705	0.743	0.446	1.009	0.763	0.808
SNRPG	1.635	1.196	0.858	1.436	1.114	1.261	1.255	0.705	1.461	1.338	1.501	1.489	0.808
SOCS3	0.000	0.000	0.645	1.041	0.000	0.000	0.694	0.000	0.439	0.000	0.000	0.763	0.483
SOD2	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.458	0.453	0.000
SOX11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SOX4	0.951	0.000	0.373	0.000	0.413	0.409	0.694	0.413	0.000	1.597	0.000	0.453	0.483
SOX9	0.000	0.285	0.373	0.000	0.000	0.409	0.000	0.413	0.000	0.000	0.000	0.453	0.000
SP9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.763	0.000
SPAG17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.743	0.000	0.000	0.000	0.000
SPAG5	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPARC	4.510	4.965	4.434	4.367	4.633	4.516	4.162	4.412	3.988	3.712	3.687	3.993	3.863
SPARCL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPC24	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPC25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPDL1	0.492	0.000	0.373	0.377	0.413	0.923	0.406	0.000	0.439	0.446	0.000	0.000	0.000
SPHK1	0.000	0.000	0.373	0.377	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPON1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.754	0.458	0.453	0.000
SPON2	1.430	1.836	0.000	2.404	1.891	1.956	0.694	1.628	1.689	2.459	1.623	1.611	0.808
SPP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPRY1	0.000	0.000	0.000	0.000	0.705	0.409	0.000	0.000	0.000	0.446	0.000	0.453	0.483
SPRY4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPSB1	0.276	0.000	0.000	0.650	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.453	0.000
SQLE	0.276	0.506	0.645	0.000	0.000	0.000	0.918	0.000	0.000	0.989	0.000	0.763	0.483
SRGN	0.000	0.687	0.858	0.377	0.000	0.923	0.694	0.931	0.000	0.000	0.000	0.000	0.483
SRM	0.820	0.841	0.373	0.000	0.705	0.923	0.694	0.413	0.976	0.446	0.458	0.763	0.000
SRSF2	0.492	1.196	0.858	1.041	0.930	0.923	1.612	0.705	0.439	0.754	1.201	1.000	0.483
SRSF3	1.430	0.841	1.034	0.000	0.705	1.513	1.100	0.931	1.581	0.754	1.501	0.453	1.249
SRSF7	0.492	0.687	1.034	0.377	0.000	1.261	1.100	0.413	0.000	0.754	0.000	0.453	0.483
SSPN	1.067	0.506	1.428	0.650	1.723	0.923	0.000	1.114	0.000	0.754	0.458	1.000	0.000
SSR3	2.355	2.502	2.109	2.404	2.217	2.362	2.142	2.036	2.285	2.183	2.332	2.318	2.334
SSRP1	0.670	0.506	1.034	0.377	0.705	0.923	1.388	0.413	0.976	0.989	0.771	1.000	0.000
SSX2IP	0.000	0.000	0.645	0.650	0.000	0.000	0.406	0.413	0.439	0.446	0.000	0.453	0.000
ST13P18	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ST6GAL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
STAT1	1.171	1.091	1.034	1.190	1.269	0.409	1.794	1.404	1.461	1.179	0.000	2.199	1.249
STC1	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STC2	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STEAP1	0.492	0.687	0.373	0.377	0.000	0.409	1.100	0.413	0.439	0.446	0.771	0.453	1.249
STIL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STIP1	0.670	0.506	0.645	0.864	0.413	0.000	0.694	0.000	0.439	0.446	1.009	0.763	0.483
STK17B	0.670	0.841	0.373	0.864	0.000	0.000	0.000	0.413	1.165	0.754	0.458	0.763	0.808
STMN1	0.670	0.000	0.645	1.041	0.000	1.956	1.255	0.413	0.000	1.179	1.009	0.453	0.000
STMN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STRA6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SUGCT	0.492	0.000	0.858	0.650	0.000	0.409	0.000	0.931	0.439	0.446	0.000	0.000	0.000
SULF1	0.276	0.000	0.000	1.041	0.000	0.000	0.918	0.413	0.439	0.000	0.000	0.000	0.808
SULF2	0.276	0.000	0.858	0.000	0.705	0.000	0.000	0.705	0.000	0.446	0.000	0.000	0.000
SULT1A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.763	0.000
SUN2	0.276	0.000	0.000	0.377	0.000	0.409	0.406	0.000	0.000	0.446	0.000	0.763	0.000
SUPT16H	0.000	0.974	0.858	0.000	0.413	1.106	0.694	0.705	0.743	0.446	0.771	0.453	0.808
SUSD2	0.276	0.285	0.000	1.190	0.413	0.000	0.406	0.000	0.000	0.000	0.771	0.000	0.000
SUV39H1	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SVIL	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SWAP70	0.492	0.687	1.428	0.377	0.413	0.000	1.388	0.931	0.976	0.000	0.458	0.763	0.000
SYCE1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNC	0.492	0.000	1.313	0.000	0.413	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
SYNCRIP	0.820	0.506	1.313	1.321	1.269	1.261	1.388	0.931	0.000	1.179	1.201	1.351	1.413
SYNDIG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNE2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNJ2	0.000	0.285	0.000	0.000	0.705	0.000	0.000	0.000	0.743	0.000	0.000	0.000	0.483
SYNPO2	0.000	0.000	0.373	0.000	0.413	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
SYT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
SYT7	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.439	0.446	0.000	0.000	0.483
SYTL2	0.000	0.841	0.645	0.000	1.269	0.000	0.694	0.931	0.976	0.000	0.458	0.000	0.808
SYTL5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.743	0.000	0.000	0.453	0.000
TACC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TACSTD2	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAF7L	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAFA5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAGLN	2.983	3.153	0.645	2.404	0.930	2.613	0.000	1.404	0.000	1.338	0.000	1.000	0.000
TAGLN2	1.171	1.291	1.993	1.321	0.930	1.881	2.142	1.812	2.575	1.891	1.918	2.260	1.787
